Name,Gender,City,Frequency,Item,Spends
Priya,F,Kolkata,Never,Roll,64
Simran,F,Pune,Daily,Vada,91
Priya,F,Kolkata,Weekly,Burger,13
Ragini,M,Chennai,Monthly,Sandwich,40
Sneha,F,Hyderabad,Monthly,Vada,87
Om,M,Kolkata,Never,Sandwich,14
Ragini,M,Delhi,Weekly,Chowmein,13
Arjun,M,Hyderabad,Once,Sandwich,91
Naira,M,Pune,Weekly,Dosa,56
Om,F,Ahmedabad,Daily,Vada,43
Aarav,M,Kolkata,Never,Chowmein,63
Priya,M,Kolkata,Monthly,Sandwich,74
Vivaan,F,Hyderabad,Never,Roll,10
Neha,M,Bangalore,Monthly,Vada,29
Simran,M,Pune,Weekly,Chowmein,94
Tanvi,M,Kolkata,Daily,Pizza,40
Om,M,Pune,Never,Pizza,42
Harsh,F,Bangalore,Weekly,Pizza,57
Nikhil,M,Pune,Monthly,Roll,73
Kabir,M,Mumbai,Weekly,Sandwich,32
Tara,F,Bangalore,Daily,Sandwich,93
Aarav,F,Ahmedabad,Weekly,Samosa,34
Anaya,F,Delhi,Never,Dosa,92
Kiara,F,Hyderabad,Weekly,Paneer,21
Aarav,M,Delhi,Once,Pizza,52
Rhea,F,Delhi,Weekly,Pizza,22
Nitin,F,Ahmedabad,Daily,Vada,68
Simran,M,Bangalore,Daily,Chowmein,93
Swati,F,Kolkata,Never,Dosa,78
Swati,F,Delhi,Monthly,Dosa,51
Priya,F,Hyderabad,Daily,Paneer,30
Reyansh,M,Bangalore,Daily,Pizza,87
Manav,M,Pune,Once,Samosa,25
Harsh,M,Kolkata,Weekly,Pizza,46
Rohit,M,Bangalore,Weekly,Burger,65
Naira,M,Hyderabad,Weekly,Pizza,25
Kriti,F,Delhi,Never,Roll,12
Simran,M,Ahmedabad,Monthly,Dosa,90
Ira,F,Kolkata,Once,Samosa,100
Vivaan,F,Hyderabad,Never,Paneer,73
Vivek,M,Mumbai,Monthly,Paneer,64
Radhika,F,Bangalore,Never,Roll,47
Kabir,M,Ahmedabad,Daily,Sandwich,32
Nikhil,M,Bangalore,Never,Roll,14
Dhruv,F,Bangalore,Monthly,Burger,77
Rahul,M,Pune,Once,Vada,11
Tanvi,F,Pune,Never,Sandwich,80
Kavya,M,Kolkata,Daily,Samosa,42
Aman,F,Hyderabad,Monthly,Roll,56
Kavya,M,Delhi,Once,Vada,74
Kiara,M,Kolkata,Weekly,Burger,63
Anaya,M,Chennai,Once,Roll,75
Priya,M,Chennai,Daily,Sandwich,100
Yash,F,Chennai,Once,Samosa,21
Yash,M,Delhi,Once,Samosa,11
Vivek,F,Kolkata,Once,Vada,57
Aarav,M,Hyderabad,Weekly,Sandwich,34
Abhay,F,Pune,Daily,Roll,14
Simran,F,Mumbai,Daily,Pizza,59
Rhea,M,Ahmedabad,Weekly,Samosa,33
Tanvi,M,Kolkata,Weekly,Roll,70
Radhika,F,Mumbai,Monthly,Roll,91
Neha,F,Kolkata,Daily,Paneer,65
Aarav,F,Bangalore,Daily,Pizza,46
Swati,M,Kolkata,Once,Burger,29
Kriti,M,Ahmedabad,Never,Paneer,23
Sneha,M,Kolkata,Daily,Burger,65
Anaya,F,Delhi,Weekly,Chowmein,65
Aditya,M,Hyderabad,Monthly,Vada,96
Diya,M,Delhi,Daily,Sandwich,32
Vivek,F,Pune,Never,Chowmein,70
Tanvi,M,Hyderabad,Weekly,Burger,75
Naira,F,Pune,Never,Sandwich,93
Kriti,M,Ahmedabad,Never,Roll,70
Aryan,F,Mumbai,Once,Roll,32
Rahul,F,Pune,Daily,Sandwich,63
Saanvi,F,Mumbai,Weekly,Dosa,90
Reyansh,M,Bangalore,Weekly,Samosa,92
Vivaan,F,Delhi,Weekly,Chowmein,9
Diya,M,Pune,Once,Vada,56
Arjun,F,Chennai,Never,Pizza,28
Ira,F,Bangalore,Daily,Burger,22
Siddharth,M,Bangalore,Weekly,Samosa,64
Kriti,F,Chennai,Daily,Vada,80
Pooja,F,Chennai,Once,Roll,39
Simran,F,Ahmedabad,Monthly,Burger,23
Ishaan,F,Bangalore,Never,Roll,6
Priya,F,Ahmedabad,Once,Dosa,90
Tanvi,M,Chennai,Never,Paneer,15
Aryan,M,Delhi,Weekly,Pizza,99
Rohit,M,Chennai,Never,Chowmein,21
Swati,F,Hyderabad,Once,Dosa,93
Aryan,F,Chennai,Once,Roll,23
Tanvi,F,Kolkata,Once,Roll,61
Priya,M,Ahmedabad,Daily,Burger,22
Dhruv,M,Bangalore,Monthly,Burger,76
Priya,M,Mumbai,Monthly,Dosa,77
Aarav,F,Delhi,Daily,Dosa,31
Aryan,F,Pune,Daily,Samosa,13
Aditya,M,Bangalore,Weekly,Sandwich,6
Tara,F,Bangalore,Monthly,Vada,71
Harsh,M,Kolkata,Once,Pizza,85
Ishaan,M,Delhi,Daily,Dosa,9
Aman,F,Kolkata,Once,Vada,7
Kabir,F,Chennai,Never,Dosa,67
Aarav,F,Bangalore,Weekly,Dosa,78
Aisha,F,Delhi,Weekly,Roll,15
Swati,F,Delhi,Monthly,Roll,98
Tanvi,F,Kolkata,Daily,Sandwich,28
Rohit,M,Bangalore,Monthly,Samosa,69
Sneha,F,Bangalore,Never,Roll,80
Aisha,M,Hyderabad,Daily,Vada,6
Tanish,F,Mumbai,Daily,Sandwich,30
Anaya,M,Bangalore,Never,Samosa,18
Ragini,M,Kolkata,Monthly,Sandwich,82
Tanish,M,Delhi,Once,Sandwich,8
Neha,M,Ahmedabad,Daily,Burger,11
Diya,M,Mumbai,Never,Dosa,8
Shreya,M,Kolkata,Monthly,Samosa,84
Priya,F,Kolkata,Daily,Sandwich,63
Meera,M,Kolkata,Never,Roll,95
Om,F,Chennai,Daily,Vada,42
Diya,M,Pune,Weekly,Burger,91
Diya,M,Bangalore,Monthly,Roll,50
Arjun,M,Delhi,Once,Samosa,99
Anaya,F,Bangalore,Monthly,Burger,82
Vivek,M,Delhi,Weekly,Burger,37
Saanvi,M,Hyderabad,Daily,Samosa,18
Anaya,M,Hyderabad,Monthly,Roll,55
Arjun,F,Hyderabad,Once,Chowmein,98
Dhruv,M,Chennai,Monthly,Pizza,9
Arjun,F,Hyderabad,Once,Sandwich,98
Rahul,M,Bangalore,Once,Dosa,83
Tanish,F,Chennai,Never,Pizza,46
Aryan,F,Kolkata,Monthly,Paneer,38
Ishaan,F,Hyderabad,Once,Roll,92
Rahul,M,Mumbai,Monthly,Burger,78
Manav,F,Delhi,Never,Samosa,35
Vivaan,M,Pune,Daily,Sandwich,14
Harsh,F,Mumbai,Weekly,Dosa,10
Anaya,F,Delhi,Never,Vada,42
Nitin,F,Pune,Monthly,Paneer,63
Arjun,M,Ahmedabad,Daily,Paneer,69
Ira,F,Hyderabad,Once,Burger,42
Nitin,M,Ahmedabad,Once,Chowmein,83
Shreya,F,Kolkata,Daily,Dosa,75
Shreya,M,Mumbai,Weekly,Dosa,46
Aarav,F,Mumbai,Daily,Burger,37
Pooja,M,Mumbai,Daily,Sandwich,60
Dhruv,M,Ahmedabad,Once,Roll,24
Priya,F,Delhi,Once,Sandwich,34
Ira,M,Ahmedabad,Weekly,Chowmein,85
Ishaan,M,Mumbai,Never,Pizza,95
Vivaan,F,Chennai,Never,Sandwich,65
Aisha,M,Pune,Once,Vada,26
Tara,M,Delhi,Monthly,Paneer,51
Radhika,F,Hyderabad,Daily,Sandwich,9
Ragini,M,Kolkata,Monthly,Paneer,26
Kabir,M,Delhi,Daily,Samosa,6
Kriti,F,Bangalore,Once,Chowmein,22
Priya,M,Kolkata,Never,Samosa,24
Ragini,M,Pune,Daily,Burger,74
Abhay,M,Chennai,Weekly,Burger,78
Radhika,F,Pune,Once,Chowmein,52
Karan,M,Mumbai,Monthly,Paneer,50
Rahul,F,Mumbai,Weekly,Paneer,98
Swati,F,Hyderabad,Monthly,Vada,93
Anaya,M,Bangalore,Monthly,Vada,58
Meera,F,Pune,Never,Burger,23
Tara,F,Pune,Daily,Burger,31
Priya,M,Hyderabad,Weekly,Chowmein,95
Ragini,F,Delhi,Daily,Vada,76
Rhea,F,Hyderabad,Weekly,Pizza,59
Kabir,F,Kolkata,Daily,Sandwich,37
Harsh,F,Kolkata,Never,Samosa,65
Siddharth,M,Ahmedabad,Never,Dosa,9
Aman,M,Mumbai,Weekly,Sandwich,54
Kiara,F,Hyderabad,Never,Sandwich,29
Vivek,F,Delhi,Daily,Samosa,64
Aryan,F,Mumbai,Daily,Burger,16
Diya,F,Kolkata,Never,Samosa,99
Abhay,M,Bangalore,Daily,Paneer,89
Harsh,M,Kolkata,Never,Roll,74
Priya,M,Ahmedabad,Never,Samosa,98
Pooja,F,Chennai,Daily,Pizza,54
Ira,M,Mumbai,Daily,Roll,92
Aman,F,Delhi,Monthly,Pizza,32
Diya,M,Bangalore,Weekly,Samosa,93
Neha,M,Kolkata,Never,Pizza,72
Neha,M,Hyderabad,Weekly,Chowmein,31
Manav,F,Mumbai,Never,Burger,35
Karan,F,Mumbai,Never,Pizza,70
Aman,F,Ahmedabad,Once,Dosa,18
Nitin,M,Chennai,Once,Roll,72
Siddharth,M,Chennai,Weekly,Burger,15
Kabir,F,Kolkata,Daily,Sandwich,69
Reyansh,M,Delhi,Never,Roll,71
Aman,M,Hyderabad,Never,Samosa,32
Ira,F,Ahmedabad,Monthly,Dosa,80
Nikhil,M,Pune,Never,Sandwich,96
Swati,F,Delhi,Once,Pizza,43
Nikhil,M,Delhi,Once,Samosa,57
Vivaan,M,Delhi,Monthly,Roll,42
Rohit,F,Hyderabad,Weekly,Pizza,39
Abhay,M,Pune,Daily,Burger,53
Vivaan,F,Ahmedabad,Once,Sandwich,96
Neha,M,Chennai,Weekly,Dosa,60
Shreya,M,Bangalore,Daily,Roll,34
Kiara,F,Ahmedabad,Daily,Vada,34
Yash,F,Mumbai,Monthly,Chowmein,41
Diya,F,Bangalore,Monthly,Pizza,13
Karan,F,Bangalore,Daily,Chowmein,68
Meera,F,Ahmedabad,Daily,Burger,48
Arjun,F,Pune,Weekly,Paneer,43
Om,F,Delhi,Weekly,Dosa,74
Rhea,F,Bangalore,Weekly,Vada,97
Aditya,F,Ahmedabad,Never,Burger,6
Ira,F,Kolkata,Daily,Roll,29
Ishaan,M,Pune,Monthly,Vada,15
Ragini,F,Hyderabad,Monthly,Roll,30
Kabir,F,Ahmedabad,Daily,Samosa,14
Yash,M,Bangalore,Monthly,Samosa,72
Om,M,Pune,Weekly,Pizza,38
Nitin,M,Kolkata,Weekly,Pizza,61
Diya,F,Pune,Monthly,Chowmein,68
Tanvi,M,Chennai,Daily,Vada,50
Anaya,F,Pune,Monthly,Sandwich,19
Ragini,F,Ahmedabad,Never,Pizza,54
Tara,M,Mumbai,Monthly,Samosa,28
Vivek,F,Delhi,Daily,Vada,68
Aisha,M,Hyderabad,Once,Samosa,79
Rohit,M,Pune,Daily,Dosa,39
Kiara,F,Delhi,Weekly,Pizza,99
Karan,M,Hyderabad,Weekly,Chowmein,25
Arjun,M,Chennai,Once,Samosa,59
Reyansh,M,Kolkata,Daily,Burger,28
Neha,M,Pune,Once,Roll,75
Nitin,F,Hyderabad,Never,Roll,41
Pooja,F,Ahmedabad,Never,Samosa,22
Simran,M,Delhi,Daily,Vada,84
Karan,M,Mumbai,Never,Burger,85
Abhay,F,Delhi,Weekly,Burger,67
Aisha,F,Mumbai,Once,Vada,91
Siddharth,M,Bangalore,Monthly,Vada,25
Aryan,M,Kolkata,Weekly,Roll,11
Dhruv,M,Hyderabad,Monthly,Roll,20
Radhika,M,Bangalore,Once,Samosa,53
Swati,F,Chennai,Once,Vada,98
Swati,F,Hyderabad,Never,Dosa,53
Priya,M,Delhi,Never,Samosa,92
Saanvi,M,Bangalore,Never,Pizza,41
Rohit,M,Kolkata,Once,Roll,42
Yash,M,Ahmedabad,Weekly,Pizza,50
Ishaan,F,Mumbai,Once,Dosa,17
Rhea,M,Ahmedabad,Monthly,Dosa,77
Aryan,F,Kolkata,Never,Dosa,84
Vivaan,M,Mumbai,Monthly,Roll,26
Naira,M,Kolkata,Never,Vada,22
Tanish,M,Mumbai,Daily,Paneer,47
Meera,M,Chennai,Daily,Samosa,30
Rahul,M,Pune,Once,Pizza,81
Aman,M,Kolkata,Never,Roll,29
Simran,M,Ahmedabad,Daily,Pizza,46
Ragini,M,Chennai,Once,Paneer,55
Sneha,F,Ahmedabad,Monthly,Burger,34
Tanish,F,Ahmedabad,Daily,Paneer,93
Vivaan,M,Hyderabad,Never,Sandwich,24
Aarav,F,Pune,Weekly,Sandwich,49
Abhay,M,Bangalore,Never,Samosa,67
Ragini,M,Hyderabad,Daily,Vada,17
Diya,F,Chennai,Never,Paneer,38
Ishaan,M,Bangalore,Daily,Burger,29
Vivek,F,Chennai,Monthly,Chowmein,46
Siddharth,M,Chennai,Daily,Sandwich,66
Tanish,F,Hyderabad,Once,Pizza,42
Tanvi,F,Bangalore,Daily,Roll,97
Ishaan,M,Delhi,Once,Chowmein,56
Tara,F,Chennai,Daily,Paneer,67
Naira,M,Pune,Daily,Chowmein,67
Ira,M,Mumbai,Daily,Chowmein,88
Aisha,M,Ahmedabad,Weekly,Vada,37
Naira,F,Chennai,Weekly,Pizza,32
Naira,M,Delhi,Daily,Paneer,60
Tara,F,Mumbai,Monthly,Chowmein,50
Reyansh,M,Pune,Weekly,Samosa,70
Dhruv,F,Bangalore,Daily,Sandwich,91
Radhika,M,Kolkata,Weekly,Sandwich,78
Aryan,M,Hyderabad,Weekly,Dosa,86
Priya,F,Pune,Weekly,Burger,89
Ira,M,Pune,Monthly,Samosa,46
Om,M,Hyderabad,Once,Samosa,71
Dhruv,F,Kolkata,Never,Vada,27
Om,M,Delhi,Once,Samosa,65
Rahul,M,Delhi,Daily,Burger,88
Shreya,F,Ahmedabad,Weekly,Pizza,30
Arjun,M,Bangalore,Monthly,Paneer,12
Meera,M,Bangalore,Daily,Vada,5
Manav,M,Chennai,Monthly,Pizza,93
Sneha,F,Mumbai,Once,Paneer,72
Om,M,Mumbai,Weekly,Burger,83
Ira,M,Delhi,Daily,Chowmein,60
Aman,F,Chennai,Never,Dosa,24
Kriti,F,Pune,Daily,Roll,40
Simran,F,Mumbai,Weekly,Burger,70
Nikhil,F,Hyderabad,Daily,Pizza,75
Rahul,M,Kolkata,Once,Vada,51
Simran,M,Kolkata,Monthly,Roll,69
Yash,F,Hyderabad,Never,Vada,98
Tanish,M,Pune,Weekly,Roll,63
Neha,M,Ahmedabad,Daily,Vada,70
Priya,M,Bangalore,Daily,Roll,80
Radhika,F,Pune,Weekly,Roll,56
Aryan,F,Mumbai,Weekly,Paneer,79
Nikhil,M,Ahmedabad,Daily,Sandwich,56
Ragini,F,Hyderabad,Never,Pizza,20
Simran,M,Chennai,Weekly,Dosa,91
Radhika,M,Delhi,Once,Dosa,70
Neha,F,Chennai,Monthly,Roll,99
Kabir,M,Kolkata,Weekly,Samosa,38
Aarav,F,Hyderabad,Monthly,Chowmein,28
Vivek,F,Mumbai,Weekly,Burger,47
Ishaan,F,Chennai,Monthly,Roll,8
Diya,M,Hyderabad,Once,Paneer,49
Harsh,M,Bangalore,Weekly,Vada,80
Meera,F,Bangalore,Monthly,Burger,89
Rhea,F,Kolkata,Once,Pizza,21
Aarav,F,Mumbai,Weekly,Chowmein,93
Naira,M,Bangalore,Daily,Roll,21
Naira,F,Chennai,Once,Burger,33
Tanish,M,Ahmedabad,Once,Sandwich,78
Tara,F,Delhi,Once,Pizza,84
Vivek,F,Hyderabad,Never,Vada,73
Radhika,F,Chennai,Monthly,Sandwich,35
Yash,M,Mumbai,Once,Roll,64
Priya,F,Bangalore,Once,Chowmein,11
Om,F,Kolkata,Daily,Sandwich,93
Shreya,F,Bangalore,Once,Samosa,71
Manav,M,Hyderabad,Weekly,Samosa,51
Vivaan,M,Mumbai,Daily,Vada,43
Saanvi,M,Ahmedabad,Once,Pizza,32
Radhika,F,Chennai,Daily,Roll,18
Kiara,M,Ahmedabad,Never,Sandwich,31
Kabir,F,Pune,Once,Vada,95
Rohit,M,Chennai,Weekly,Paneer,9
Swati,F,Pune,Monthly,Paneer,25
Yash,F,Hyderabad,Never,Chowmein,51
Nitin,M,Hyderabad,Daily,Dosa,65
Swati,F,Pune,Once,Vada,21
Vivaan,F,Pune,Weekly,Samosa,54
Meera,F,Hyderabad,Weekly,Burger,42
Tanvi,M,Mumbai,Weekly,Sandwich,56
Tara,F,Kolkata,Weekly,Dosa,60
Dhruv,F,Ahmedabad,Daily,Roll,25
Reyansh,F,Bangalore,Daily,Samosa,52
Naira,M,Hyderabad,Daily,Sandwich,45
Aditya,M,Kolkata,Never,Samosa,19
Dhruv,F,Chennai,Weekly,Roll,72
Saanvi,M,Pune,Daily,Pizza,5
Ira,M,Chennai,Never,Chowmein,36
Meera,M,Mumbai,Monthly,Paneer,86
Karan,M,Bangalore,Daily,Paneer,94
Reyansh,F,Kolkata,Once,Dosa,83
Yash,M,Pune,Daily,Vada,57
Nitin,M,Hyderabad,Weekly,Sandwich,9
Priya,M,Pune,Monthly,Vada,88
Yash,F,Kolkata,Once,Pizza,54
Anaya,F,Chennai,Daily,Dosa,91
Reyansh,M,Kolkata,Monthly,Roll,9
Kiara,F,Bangalore,Once,Sandwich,61
Om,M,Ahmedabad,Never,Sandwich,20
Manav,M,Mumbai,Monthly,Chowmein,47
Nikhil,M,Hyderabad,Weekly,Roll,47
Neha,M,Hyderabad,Daily,Pizza,48
Kriti,F,Delhi,Monthly,Paneer,77
Priya,M,Delhi,Monthly,Paneer,41
Neha,M,Mumbai,Weekly,Sandwich,99
Kavya,M,Hyderabad,Monthly,Sandwich,58
Ragini,F,Bangalore,Once,Paneer,65
Abhay,F,Mumbai,Monthly,Sandwich,11
Karan,F,Delhi,Daily,Pizza,28
Abhay,F,Pune,Monthly,Burger,59
Aman,M,Delhi,Daily,Paneer,66
Abhay,F,Ahmedabad,Once,Burger,90
Sneha,F,Hyderabad,Monthly,Sandwich,12
Reyansh,M,Kolkata,Never,Sandwich,69
Ishaan,F,Hyderabad,Monthly,Roll,56
Reyansh,F,Chennai,Weekly,Vada,15
Siddharth,F,Hyderabad,Daily,Sandwich,40
Karan,M,Chennai,Weekly,Pizza,16
Diya,M,Ahmedabad,Never,Roll,70
Aarav,M,Mumbai,Weekly,Burger,73
Aryan,M,Bangalore,Never,Pizza,52
Tara,F,Ahmedabad,Never,Paneer,83
Siddharth,F,Kolkata,Once,Dosa,86
Tara,F,Delhi,Monthly,Chowmein,68
Swati,M,Ahmedabad,Weekly,Roll,66
Radhika,F,Chennai,Never,Chowmein,23
Aisha,F,Bangalore,Weekly,Samosa,63
Nitin,F,Mumbai,Daily,Dosa,46
Rhea,M,Hyderabad,Monthly,Sandwich,17
Ragini,M,Kolkata,Never,Chowmein,11
Nikhil,F,Hyderabad,Daily,Samosa,71
Vivek,F,Bangalore,Weekly,Burger,92
Tara,F,Pune,Daily,Vada,16
Abhay,F,Hyderabad,Monthly,Chowmein,92
Swati,M,Ahmedabad,Once,Sandwich,39
Tanvi,M,Kolkata,Monthly,Pizza,34
Aman,M,Pune,Never,Roll,49
Rhea,F,Delhi,Monthly,Paneer,42
Abhay,F,Pune,Once,Sandwich,70
Aditya,M,Pune,Weekly,Chowmein,77
Kiara,M,Delhi,Monthly,Burger,97
Vivek,F,Kolkata,Once,Chowmein,61
Priya,M,Pune,Daily,Burger,45
Aarav,M,Pune,Monthly,Paneer,58
Nitin,F,Chennai,Once,Samosa,95
Saanvi,M,Mumbai,Never,Chowmein,49
Dhruv,M,Kolkata,Monthly,Dosa,77
Siddharth,F,Delhi,Weekly,Pizza,64
Kriti,F,Mumbai,Weekly,Burger,95
Manav,F,Hyderabad,Once,Chowmein,46
Swati,F,Delhi,Weekly,Burger,96
Swati,M,Mumbai,Daily,Paneer,45
Karan,M,Ahmedabad,Never,Vada,45
Swati,M,Kolkata,Once,Samosa,99
Simran,F,Ahmedabad,Monthly,Dosa,92
Shreya,M,Bangalore,Once,Burger,41
Meera,M,Kolkata,Weekly,Vada,58
Diya,M,Ahmedabad,Monthly,Dosa,27
Swati,M,Ahmedabad,Never,Chowmein,63
Sneha,F,Pune,Monthly,Sandwich,75
Kabir,M,Delhi,Weekly,Dosa,30
Arjun,M,Mumbai,Weekly,Roll,64
Aisha,M,Ahmedabad,Monthly,Paneer,33
Sneha,F,Delhi,Never,Paneer,15
Reyansh,F,Delhi,Daily,Paneer,92
Karan,M,Chennai,Never,Sandwich,48
Reyansh,M,Chennai,Monthly,Chowmein,69
Siddharth,F,Bangalore,Monthly,Dosa,89
Neha,M,Hyderabad,Weekly,Vada,29
Nitin,M,Kolkata,Weekly,Chowmein,81
Harsh,F,Bangalore,Monthly,Sandwich,70
Anaya,F,Hyderabad,Never,Roll,68
Meera,F,Mumbai,Once,Chowmein,84
Swati,F,Hyderabad,Never,Samosa,75
Ishaan,F,Delhi,Daily,Vada,23
Pooja,M,Chennai,Never,Vada,31
Neha,M,Pune,Weekly,Sandwich,77
Ira,F,Mumbai,Once,Dosa,62
Arjun,M,Delhi,Monthly,Paneer,90
Ishaan,M,Hyderabad,Monthly,Paneer,47
Kavya,M,Chennai,Monthly,Pizza,12
Meera,M,Kolkata,Daily,Chowmein,86
Manav,F,Chennai,Once,Chowmein,11
Rahul,M,Pune,Once,Paneer,78
Aditya,M,Ahmedabad,Weekly,Burger,46
Rohit,M,Mumbai,Once,Pizza,43
Vivek,F,Hyderabad,Never,Burger,76
Kriti,F,Kolkata,Weekly,Dosa,19
Arjun,M,Mumbai,Once,Vada,85
Rohit,M,Kolkata,Never,Dosa,90
Harsh,F,Delhi,Monthly,Pizza,88
Rohit,F,Bangalore,Never,Paneer,89
Reyansh,F,Kolkata,Monthly,Vada,100
Reyansh,F,Chennai,Daily,Roll,71
Aarav,F,Chennai,Once,Samosa,62
Sneha,M,Hyderabad,Once,Pizza,92
Kavya,F,Ahmedabad,Monthly,Sandwich,70
Neha,F,Hyderabad,Never,Burger,66
Ira,F,Delhi,Never,Vada,63
Harsh,F,Delhi,Daily,Dosa,7
Reyansh,M,Pune,Daily,Sandwich,47
Aman,M,Pune,Daily,Dosa,48
Nikhil,M,Mumbai,Once,Burger,89
Rahul,M,Ahmedabad,Monthly,Roll,89
Meera,M,Bangalore,Never,Burger,62
Pooja,F,Hyderabad,Daily,Samosa,29
Siddharth,M,Pune,Daily,Chowmein,99
Tara,M,Chennai,Daily,Sandwich,99
Kabir,M,Ahmedabad,Monthly,Samosa,74
Aisha,F,Delhi,Never,Chowmein,78
Dhruv,M,Pune,Monthly,Pizza,13
Ira,M,Delhi,Daily,Vada,10
Priya,F,Kolkata,Daily,Samosa,52
Kavya,M,Bangalore,Weekly,Pizza,92
Ira,F,Delhi,Weekly,Dosa,67
Harsh,M,Kolkata,Once,Chowmein,56
Kriti,F,Kolkata,Daily,Sandwich,38
Arjun,M,Chennai,Weekly,Dosa,16
Shreya,F,Mumbai,Never,Sandwich,95
Vivaan,F,Mumbai,Never,Pizza,63
Sneha,F,Delhi,Never,Samosa,70
Karan,M,Delhi,Monthly,Burger,8
Aman,M,Ahmedabad,Monthly,Sandwich,78
Siddharth,M,Hyderabad,Monthly,Chowmein,68
Swati,F,Pune,Daily,Vada,54
Kavya,F,Delhi,Daily,Paneer,51
Vivek,M,Kolkata,Once,Vada,53
Ishaan,F,Hyderabad,Never,Chowmein,80
Aarav,F,Delhi,Never,Sandwich,97
Vivaan,M,Ahmedabad,Weekly,Vada,79
Diya,M,Mumbai,Never,Vada,11
Diya,F,Mumbai,Once,Vada,72
Aryan,M,Pune,Once,Pizza,43
Abhay,M,Hyderabad,Never,Roll,13
Abhay,F,Ahmedabad,Daily,Chowmein,18
Arjun,F,Delhi,Monthly,Roll,79
Sneha,M,Bangalore,Monthly,Roll,90
Aman,F,Ahmedabad,Monthly,Chowmein,45
Kiara,F,Mumbai,Monthly,Sandwich,36
Naira,F,Delhi,Weekly,Chowmein,21
Yash,M,Hyderabad,Monthly,Sandwich,89
Kabir,M,Hyderabad,Weekly,Roll,9
Arjun,M,Kolkata,Weekly,Pizza,75
Tanish,F,Delhi,Never,Dosa,39
Harsh,F,Ahmedabad,Weekly,Paneer,47
Siddharth,M,Delhi,Weekly,Dosa,39
Rhea,M,Mumbai,Weekly,Chowmein,50
Pooja,M,Kolkata,Once,Paneer,30
Yash,F,Bangalore,Daily,Vada,72
Kabir,F,Bangalore,Never,Dosa,45
Aarav,F,Hyderabad,Never,Paneer,35
Dhruv,M,Delhi,Once,Chowmein,12
Abhay,F,Kolkata,Never,Sandwich,12
Neha,F,Chennai,Monthly,Chowmein,72
Karan,F,Hyderabad,Weekly,Paneer,82
Anaya,F,Bangalore,Once,Roll,90
Aarav,F,Kolkata,Monthly,Chowmein,78
Reyansh,M,Delhi,Daily,Burger,55
Rahul,F,Hyderabad,Once,Pizza,98
Ishaan,M,Mumbai,Once,Vada,41
Aarav,M,Pune,Weekly,Sandwich,23
Reyansh,M,Pune,Never,Chowmein,69
Rohit,F,Delhi,Once,Roll,70
Vivek,F,Delhi,Never,Chowmein,54
Aarav,M,Chennai,Once,Samosa,87
Meera,M,Mumbai,Monthly,Pizza,38
Vivaan,M,Ahmedabad,Once,Samosa,79
Priya,F,Delhi,Daily,Pizza,68
Aryan,F,Hyderabad,Weekly,Sandwich,14
Vivek,M,Hyderabad,Daily,Samosa,100
Siddharth,M,Mumbai,Monthly,Vada,63
Reyansh,F,Ahmedabad,Never,Paneer,59
Dhruv,M,Bangalore,Weekly,Pizza,74
Kabir,F,Kolkata,Weekly,Burger,79
Shreya,F,Delhi,Weekly,Paneer,89
Tanish,F,Bangalore,Daily,Dosa,89
Vivek,F,Chennai,Monthly,Vada,12
Aarav,M,Ahmedabad,Once,Roll,36
Vivaan,F,Chennai,Monthly,Samosa,56
Rhea,F,Mumbai,Never,Dosa,56
Aisha,M,Delhi,Weekly,Paneer,33
Tanish,M,Pune,Daily,Samosa,65
Tanvi,M,Ahmedabad,Weekly,Roll,69
Aisha,M,Bangalore,Once,Pizza,22
Aarav,M,Pune,Weekly,Sandwich,12
Pooja,F,Mumbai,Never,Chowmein,99
Karan,F,Delhi,Monthly,Roll,59
Vivaan,M,Pune,Monthly,Vada,32
Rahul,M,Kolkata,Never,Pizza,7
Vivek,M,Bangalore,Once,Vada,91
Aditya,F,Chennai,Weekly,Roll,78
Vivek,F,Bangalore,Monthly,Chowmein,44
Siddharth,M,Mumbai,Daily,Dosa,11
Meera,F,Delhi,Never,Samosa,38
Meera,F,Kolkata,Daily,Pizza,43
Tanish,M,Kolkata,Monthly,Pizza,95
Yash,F,Chennai,Never,Paneer,94
Rohit,F,Bangalore,Monthly,Vada,85
Harsh,F,Kolkata,Daily,Pizza,70
Ishaan,M,Chennai,Once,Dosa,79
Simran,M,Bangalore,Daily,Roll,70
Tanvi,M,Pune,Monthly,Burger,20
Ragini,M,Bangalore,Daily,Vada,57
Kabir,M,Ahmedabad,Weekly,Dosa,47
Reyansh,F,Hyderabad,Never,Chowmein,84
Karan,M,Kolkata,Weekly,Sandwich,58
Nikhil,M,Mumbai,Daily,Dosa,15
Karan,F,Hyderabad,Weekly,Samosa,5
Meera,M,Pune,Once,Roll,7
Aman,M,Kolkata,Never,Dosa,69
Pooja,M,Chennai,Daily,Vada,49
Kriti,M,Chennai,Weekly,Samosa,10
Neha,F,Delhi,Never,Samosa,27
Aditya,F,Delhi,Daily,Dosa,55
Vivaan,F,Ahmedabad,Monthly,Dosa,54
Neha,M,Bangalore,Daily,Burger,91
Priya,M,Pune,Daily,Samosa,72
Aryan,M,Bangalore,Weekly,Pizza,43
Manav,M,Pune,Daily,Dosa,93
Aarav,F,Hyderabad,Once,Vada,46
Rahul,M,Bangalore,Monthly,Sandwich,34
